customer_id,customer_name,city,signup_date,email
98,Customer_098,Hyderabad,2022-11-23,customer098@mail.com
99,Customer_099,Nashik,2023-12-09,customer099@mail.com
100,Customer_100,Bengaluru,2024-08-31,customer100@mail.com
101,Customer_101,Hyderabad,2023-11-02,customer101@mail.com
102,Customer_102,Delhi,2024-01-28,customer102@mail.com
103,Customer_103,Pune,2023-04-13,customer103@mail.com
104,Customer_104,Delhi,2024-03-28,customer104@mail.com
105,Customer_105,Bengaluru,2023-02-06,customer105@mail.com
106,Customer_106,Kolhapur,2023-02-13,customer106@mail.com
107,Customer_107,Kolhapur,2022-04-17,customer107@mail.com
108,Customer_108,Thane,2023-10-12,customer108@mail.com
109,Customer_109,Kolhapur,2022-03-05,customer109@mail.com
110,Customer_110,Nagpur,2022-03-10,customer110@mail.com
111,Customer_111,Nagpur,2023-03-28,customer111@mail.com
112,Customer_112,Nashik,2022-04-23,customer112@mail.com
113,Customer_113,Dhule,2023-09-08,customer113@mail.com
114,Customer_114,Pune,2022-04-15,customer114@mail.com
115,Customer_115,Pune,2023-08-04,customer115@mail.com
116,Customer_116,Nashik,2023-07-04,customer116@mail.com
117,Customer_117,Mumbai,2024-08-29,customer117@mail.com
118,Customer_118,Dhule,2023-09-21,customer118@mail.com
119,Customer_119,Pune,2022-03-14,customer119@mail.com
120,Customer_120,Nagpur,2023-09-21,customer120@mail.com
121,Customer_121,Kolhapur,2022-06-02,customer121@mail.com
122,Customer_122,Delhi,2022-09-16,customer122@mail.com
123,Customer_123,Dhule,2023-09-09,customer123@mail.com
124,Customer_124,Dhule,2023-05-01,customer124@mail.com
125,Customer_125,Mumbai,2022-04-29,customer125@mail.com
126,Customer_126,Thane,2023-04-23,customer126@mail.com
127,Customer_127,Thane,2023-05-11,customer127@mail.com
128,Customer_128,Aurangabad,2022-03-29,customer128@mail.com
129,Customer_129,Nashik,2022-04-15,customer129@mail.com
130,Customer_130,Chennai,2022-12-17,customer130@mail.com
131,Customer_131,Chennai,2022-09-29,customer131@mail.com
132,Customer_132,Thane,2024-04-28,customer132@mail.com
133,Customer_133,Chennai,2022-06-15,customer133@mail.com
134,Customer_134,Bengaluru,2022-01-24,customer134@mail.com
135,Customer_135,Nagpur,2024-08-31,customer135@mail.com
136,Customer_136,Bengaluru,2023-01-06,customer136@mail.com
137,Customer_137,Nashik,2023-12-08,customer137@mail.com
138,Customer_138,Bengaluru,2024-07-25,customer138@mail.com
139,Customer_139,Pune,2024-02-16,customer139@mail.com
140,Customer_140,Bengaluru,2022-11-02,customer140@mail.com
141,Customer_141,Delhi,2024-06-03,customer141@mail.com
142,Customer_142,Mumbai,2023-12-14,customer142@mail.com
143,Customer_143,Aurangabad,2023-06-15,customer143@mail.com
144,Customer_144,Dhule,2024-07-19,customer144@mail.com
145,Customer_145,Nashik,2022-12-31,customer145@mail.com
146,Customer_146,Nagpur,2023-06-30,customer146@mail.com
147,Customer_147,Bengaluru,2024-03-08,customer147@mail.com
148,Customer_148,Bengaluru,2022-12-04,customer148@mail.com
149,Customer_149,Delhi,2022-08-17,customer149@mail.com
150,Customer_150,Hyderabad,2024-04-10,customer150@mail.com
11,Customer_011,Mumbai,2022-09-04,customer011@mail.com
